,user_id,created_at,text,label,tweet_tokens,tweet_tokens_fdist,tweet_tokens_WSW,tweet_normalized,tweet_tokens_stemmed
10,1.38e+18,3/29/2021,brt edaran pp muhammadiyah tentang tuntunan ibadah ramadan  dalam kondisi darurat covid,-1,"['brt', 'edaran', 'pp', 'muhammadiyah', 'tentang', 'tuntunan', 'ibadah', 'ramadan', 'dalam', 'kondisi', 'darurat', 'covid']",<FreqDist with 12 samples and 12 outcomes>,"['edaran', 'pp', 'muhammadiyah', 'tuntunan', 'ibadah', 'ramadan', 'kondisi', 'darurat', 'covid']","['edaran', 'pp', 'muhammadiyah', 'tuntunan', 'ibadah', 'ramadan', 'kondisi', 'darurat', 'covid']","['edar', 'pp', 'muhammadiyah', 'tuntun', 'ibadah', 'ramadan', 'kondisi', 'darurat', 'covid']"
11,1.38e+18,3/29/2021,brt kes bawah guys adakah ini satu petandaaaa,-1,"['brt', 'kes', 'bawah', 'guys', 'adakah', 'ini', 'satu', 'petandaaaa']",<FreqDist with 8 samples and 8 outcomes>,"['kes', 'adakah', 'petandaaaa']","['kesehatan', 'adakah', 'petandaaaa']","['sehat', 'ada', 'petandaaaa']"
12,1.38e+18,3/29/2021,brt vaksinasi covid menggunakan astrazeneca di provinsi sulawesi utara dihentikan sementara setelah warga yang divaksin merasakxexxa,-1,"['brt', 'vaksinasi', 'covid', 'menggunakan', 'astrazeneca', 'di', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'sementara', 'setelah', 'warga', 'yang', 'divaksin', 'merasakxexxa']",<FreqDist with 16 samples and 16 outcomes>,"['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'warga', 'divaksin', 'merasakxexxa']","['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'dihentikan', 'warga', 'divaksin', 'merasakan']","['vaksinasi', 'covid', 'astrazeneca', 'provinsi', 'sulawesi', 'utara', 'henti', 'warga', 'vaksin', 'rasa']"
13,1.38e+18,3/29/2021,brt kes bawah guys adakah ini satu petandaaaa,-1,"['brt', 'kes', 'bawah', 'guys', 'adakah', 'ini', 'satu', 'petandaaaa']",<FreqDist with 8 samples and 8 outcomes>,"['kes', 'adakah', 'petandaaaa']","['kesehatan', 'adakah', 'petandaaaa']","['sehat', 'ada', 'petandaaaa']"
14,1.38e+18,3/29/2021,bbkag tebingtinggi jadi barisan terdepan sosialisasikan prokesxcxacovid,1,"['bbkag', 'tebingtinggi', 'jadi', 'barisan', 'terdepan', 'sosialisasikan', 'prokesxcxacovid']",<FreqDist with 7 samples and 7 outcomes>,"['bbkag', 'tebingtinggi', 'barisan', 'terdepan', 'sosialisasikan', 'prokesxcxacovid']","['bbkag', 'tebingtinggi', 'barisan', 'terdepan', 'sosialisasikan', 'prokesxcxacovid']","['bbkag', 'tebingtinggi', 'baris', 'depan', 'sosialisasi', 'prokesxcxacovid']"
15,1.38e+18,3/30/2021,brt kecuaian dan kelalaian pihak berkenaan menyebabkan kes covid di kelantan meningkat termasuk peningkatan kluster,-1,"['brt', 'kecuaian', 'dan', 'kelalaian', 'pihak', 'berkenaan', 'menyebabkan', 'kes', 'covid', 'di', 'kelantan', 'meningkat', 'termasuk', 'peningkatan', 'kluster']",<FreqDist with 15 samples and 15 outcomes>,"['kecuaian', 'kelalaian', 'menyebabkan', 'kes', 'covid', 'kelantan', 'meningkat', 'peningkatan', 'kluster']","['kecuaian', 'kelalaian', 'menyebabkan', 'kesehatan', 'covid', 'kelantan', 'meningkat', 'peningkatan', 'kluster']","['cuai', 'lalai', 'sebab', 'sehat', 'covid', 'lantan', 'tingkat', 'tingkat', 'kluster']"
16,1.38e+18,3/29/2021,bbhabinkamtibmas kel meteseh polsek tembalang aiptu saptiawan riadi melaks ppkm mikro dan ajak warga masy untuk tetxexxa,1,"['bbhabinkamtibmas', 'kel', 'meteseh', 'polsek', 'tembalang', 'aiptu', 'saptiawan', 'riadi', 'melaks', 'ppkm', 'mikro', 'dan', 'ajak', 'warga', 'masy', 'untuk', 'tetxexxa']",<FreqDist with 17 samples and 17 outcomes>,"['bbhabinkamtibmas', 'kel', 'meteseh', 'polsek', 'tembalang', 'aiptu', 'saptiawan', 'riadi', 'melaks', 'ppkm', 'mikro', 'ajak', 'warga', 'masy', 'tetxexxa']","['bbhabinkamtibmas', 'kel', 'meteseh', 'polsek', 'tembalang', 'aiptu', 'saptiawan', 'riadi', 'melaks', 'ppkm', 'mikro', 'ajak', 'warga', 'masy', 'tetxexxa']","['bbhabinkamtibmas', 'kel', 'meteseh', 'polsek', 'tembalang', 'aiptu', 'saptiawan', 'riadi', 'melaks', 'ppkm', 'mikro', 'ajak', 'warga', 'masy', 'tetxexxa']"
17,1.38e+18,3/29/2021, selamat malam railmin sarankan menggunakan pakaian lengan panjang ya kak dan juga celananya agar lebixexxa,1,"['selamat', 'malam', 'railmin', 'sarankan', 'menggunakan', 'pakaian', 'lengan', 'panjang', 'ya', 'kak', 'dan', 'juga', 'celananya', 'agar', 'lebixexxa']",<FreqDist with 15 samples and 15 outcomes>,"['selamat', 'malam', 'railmin', 'sarankan', 'pakaian', 'lengan', 'kak', 'celananya', 'lebixexxa']","['selamat', 'malam', 'railmin', 'sarankan', 'pakaian', 'lengan', 'kak', 'celananya', 'lebixexxa']","['selamat', 'malam', 'railmin', 'saran', 'pakai', 'lengan', 'kak', 'celana', 'lebixexxa']"
18,1.38e+18,3/29/2021,brt indah wow jumlah penyuntikan vaksin covid akan capai juta berdasarkan dinamika terkini menkes memberikan catatan mengenaxexxa,1,"['brt', 'indah', 'wow', 'jumlah', 'penyuntikan', 'vaksin', 'covid', 'akan', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'memberikan', 'catatan', 'mengenaxexxa']",<FreqDist with 17 samples and 17 outcomes>,"['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'penyuntikan', 'vaksin', 'covid', 'capai', 'juta', 'berdasarkan', 'dinamika', 'terkini', 'menkes', 'catatan', 'mengenaxexxa']","['indah', 'wow', 'sunti', 'vaksin', 'covid', 'capai', 'juta', 'dasar', 'dinamika', 'kini', 'menkes', 'catat', 'mengenaxexxa']"
19,1.38e+18,3/29/2021,bmaupun tempat isolasi spt hotel yg ditunjuk pemerintah serta wisma atlet pln akan terus berupaya memberikan pelayaxexxa,1,"['bmaupun', 'tempat', 'isolasi', 'spt', 'hotel', 'yg', 'ditunjuk', 'pemerintah', 'serta', 'wisma', 'atlet', 'pln', 'akan', 'terus', 'berupaya', 'memberikan', 'pelayaxexxa']",<FreqDist with 17 samples and 17 outcomes>,"['bmaupun', 'isolasi', 'spt', 'hotel', 'pemerintah', 'wisma', 'atlet', 'pln', 'berupaya', 'pelayaxexxa']","['bmaupun', 'isolasi', 'spt', 'hotel', 'pemerintah', 'wisma', 'atlet', 'pln', 'berupaya', 'pelayaxexxa']","['bmaupun', 'isolasi', 'spt', 'hotel', 'perintah', 'wisma', 'atlet', 'pln', 'upaya', 'pelayaxexxa']"
20,1.38e+18,3/29/2021,bprogram yg sangat baik untuk meningkatkan kesedaran masyarakat mengenai pentingnya vaksin covid sesuai dengan txexxa,1,"['bprogram', 'yg', 'sangat', 'baik', 'untuk', 'meningkatkan', 'kesedaran', 'masyarakat', 'mengenai', 'pentingnya', 'vaksin', 'covid', 'sesuai', 'dengan', 'txexxa']",<FreqDist with 15 samples and 15 outcomes>,"['bprogram', 'meningkatkan', 'kesedaran', 'masyarakat', 'vaksin', 'covid', 'sesuai', 'txexxa']","['program', 'meningkatkan', 'kesedaran', 'masyarakat', 'vaksin', 'covid', 'sesuai', 'txexxa']","['program', 'tingkat', 'dar', 'masyarakat', 'vaksin', 'covid', 'sesuai', 'txexxa']"
21,1.38e+18,3/29/2021,bmudik lebaran dilarang menkes budi sabar dulu sampai pandemi covid terkontrol,-1,"['bmudik', 'lebaran', 'dilarang', 'menkes', 'budi', 'sabar', 'dulu', 'sampai', 'pandemi', 'covid', 'terkontrol']",<FreqDist with 11 samples and 11 outcomes>,"['bmudik', 'lebaran', 'dilarang', 'menkes', 'budi', 'sabar', 'pandemi', 'covid', 'terkontrol']","['bmudik', 'lebaran', 'dilarang', 'menkes', 'budi', 'sabar', 'pandemi', 'covid', 'terkontrol']","['bmudik', 'lebaran', 'larang', 'menkes', 'budi', 'sabar', 'pandemi', 'covid', 'kontrol']"
22,1.38e+18,3/29/2021,btugu simbol perlawanan covid tugu simbol perlawanan covid tugu ini dibuat sebagai simbol untuk perlawanan txexxa,1,"['btugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'ini', 'dibuat', 'sebagai', 'simbol', 'untuk', 'perlawanan', 'txexxa']",<FreqDist with 10 samples and 16 outcomes>,"['btugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'simbol', 'perlawanan', 'txexxa']","['btugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'simbol', 'perlawanan', 'covid', 'tugu', 'simbol', 'perlawanan', 'txexxa']","['btugu', 'simbol', 'lawan', 'covid', 'tugu', 'simbol', 'lawan', 'covid', 'tugu', 'simbol', 'lawan', 'txexxa']"
23,1.38e+18,3/29/2021,bbetoll mudik meningkatkan resiko paparan virus covid di kampung halaman,-1,"['bbetoll', 'mudik', 'meningkatkan', 'resiko', 'paparan', 'virus', 'covid', 'di', 'kampung', 'halaman']",<FreqDist with 10 samples and 10 outcomes>,"['bbetoll', 'mudik', 'meningkatkan', 'resiko', 'paparan', 'virus', 'covid', 'kampung', 'halaman']","['bbetoll', 'mudik', 'meningkatkan', 'resiko', 'paparan', 'virus', 'covid', 'kampung', 'halaman']","['bbetoll', 'mudik', 'tingkat', 'resiko', 'papar', 'virus', 'covid', 'kampung', 'halaman']"
24,1.38e+18,3/29/2021,bkusendro ajak masyarakat lawan covid dengan mensukseskan program vaksinasi,1,"['bkusendro', 'ajak', 'masyarakat', 'lawan', 'covid', 'dengan', 'mensukseskan', 'program', 'vaksinasi']",<FreqDist with 9 samples and 9 outcomes>,"['bkusendro', 'ajak', 'masyarakat', 'lawan', 'covid', 'mensukseskan', 'program', 'vaksinasi']","['bkusendro', 'ajak', 'masyarakat', 'lawan', 'covid', 'mensukseskan', 'program', 'vaksinasi']","['bkusendro', 'ajak', 'masyarakat', 'lawan', 'covid', 'sukses', 'program', 'vaksinasi']"
25,1.38e+18,3/29/2021,bcegah covid dengan patuhi protokol kesehatan dimulai dari diri sendiri,1,"['bcegah', 'covid', 'dengan', 'patuhi', 'protokol', 'kesehatan', 'dimulai', 'dari', 'diri', 'sendiri']",<FreqDist with 10 samples and 10 outcomes>,"['bcegah', 'covid', 'patuhi', 'protokol', 'kesehatan']","['bcegah', 'covid', 'patuhi', 'protokol', 'kesehatan']","['bcegah', 'covid', 'patuh', 'protokol', 'sehat']"
26,1.38e+18,3/29/2021,bsudah seharusnya pemerintah memprioritaskan pasien gagal ginjal untuk juga mendapat vaksinasi covid,-1,"['bsudah', 'seharusnya', 'pemerintah', 'memprioritaskan', 'pasien', 'gagal', 'ginjal', 'untuk', 'juga', 'mendapat', 'vaksinasi', 'covid']",<FreqDist with 12 samples and 12 outcomes>,"['bsudah', 'pemerintah', 'memprioritaskan', 'pasien', 'gagal', 'ginjal', 'vaksinasi', 'covid']","['bsudah', 'pemerintah', 'memprioritaskan', 'pasien', 'gagal', 'ginjal', 'vaksinasi', 'covid']","['bsudah', 'perintah', 'prioritas', 'pasien', 'gagal', 'ginjal', 'vaksinasi', 'covid']"
27,1.38e+18,3/29/2021,bxfxfxxc komitmen semua pihak amat kritikal dalam memutuskan rantaian covid melalui program pemerkasaan komuniti xfxfxxc nadxexxa,1,"['bxfxfxxc', 'komitmen', 'semua', 'pihak', 'amat', 'kritikal', 'dalam', 'memutuskan', 'rantaian', 'covid', 'melalui', 'program', 'pemerkasaan', 'komuniti', 'xfxfxxc', 'nadxexxa']",<FreqDist with 16 samples and 16 outcomes>,"['bxfxfxxc', 'komitmen', 'kritikal', 'memutuskan', 'rantaian', 'covid', 'program', 'pemerkasaan', 'komuniti', 'xfxfxxc', 'nadxexxa']","['bxfxfxxc', 'komitmen', 'kritikal', 'memutuskan', 'rantaian', 'covid', 'program', 'pemerkasaan', 'komuniti', 'xfxfxxc', 'nadxexxa']","['bxfxfxxc', 'komitmen', 'kritikal', 'putus', 'rantai', 'covid', 'program', 'perkasa', 'komuniti', 'xfxfxxc', 'nadxexxa']"
28,1.38e+18,3/29/2021,brt data kematian covid sampai maret,-1,"['brt', 'data', 'kematian', 'covid', 'sampai', 'maret']",<FreqDist with 6 samples and 6 outcomes>,"['data', 'kematian', 'covid', 'maret']","['data', 'kematian', 'covid', 'maret']","['data', 'mati', 'covid', 'maret']"
29,1.38e+18,3/29/2021,bbrasil laporkan lebih dari kematian akibat covid selama dua hari beruntun,-1,"['bbrasil', 'laporkan', 'lebih', 'dari', 'kematian', 'akibat', 'covid', 'selama', 'dua', 'hari', 'beruntun']",<FreqDist with 11 samples and 11 outcomes>,"['bbrasil', 'laporkan', 'kematian', 'akibat', 'covid', 'beruntun']","['bbrasil', 'laporkan', 'kematian', 'akibat', 'covid', 'beruntun']","['bbrasil', 'lapor', 'mati', 'akibat', 'covid', 'untun']"
30,1.38e+18,3/29/2021,bsebagai salah satu upaya utk mengurangi penyebaran covid ipc melaksanakan program ipc peduli covid dengan mexexxa,1,"['bsebagai', 'salah', 'satu', 'upaya', 'utk', 'mengurangi', 'penyebaran', 'covid', 'ipc', 'melaksanakan', 'program', 'ipc', 'peduli', 'covid', 'dengan', 'mexexxa']",<FreqDist with 14 samples and 16 outcomes>,"['bsebagai', 'salah', 'upaya', 'mengurangi', 'penyebaran', 'covid', 'ipc', 'melaksanakan', 'program', 'ipc', 'peduli', 'covid', 'mexexxa']","['bsebagai', 'salah', 'upaya', 'mengurangi', 'penyebaran', 'covid', 'ipc', 'melaksanakan', 'program', 'ipc', 'peduli', 'covid', 'mexexxa']","['bsebagai', 'salah', 'upaya', 'kurang', 'sebar', 'covid', 'ipc', 'laksana', 'program', 'ipc', 'peduli', 'covid', 'mexexxa']"
31,1.38e+18,3/29/2021, mnjauh dri ku kmu korona,-1,"['mnjauh', 'dri', 'ku', 'kmu', 'korona']",<FreqDist with 5 samples and 5 outcomes>,"['mnjauh', 'korona']","['menjauh', 'korona']","['jauh', 'korona']"
32,1.38e+18,3/29/2021,brt polis beri jaminan tindakan sama akan dikenakan terhadap mereka yang gagal mematuhi sop pkp yang ditetapkan kerajaan,1,"['brt', 'polis', 'beri', 'jaminan', 'tindakan', 'sama', 'akan', 'dikenakan', 'terhadap', 'mereka', 'yang', 'gagal', 'mematuhi', 'sop', 'pkp', 'yang', 'ditetapkan', 'kerajaan']",<FreqDist with 17 samples and 18 outcomes>,"['polis', 'jaminan', 'tindakan', 'dikenakan', 'gagal', 'mematuhi', 'sop', 'pkp', 'ditetapkan', 'kerajaan']","['polisi', 'jaminan', 'tindakan', 'dikenakan', 'gagal', 'mematuhi', 'sop', 'pkp', 'ditetapkan', 'kerajaan']","['polisi', 'jamin', 'tindak', 'kena', 'gagal', 'patuh', 'sop', 'pkp', 'tetap', 'raja']"
33,1.38e+18,3/29/2021,byuukk kita rajin cuci tangan untuk cegah penyebaran covid,1,"['byuukk', 'kita', 'rajin', 'cuci', 'tangan', 'untuk', 'cegah', 'penyebaran', 'covid']",<FreqDist with 9 samples and 9 outcomes>,"['byuukk', 'rajin', 'cuci', 'tangan', 'cegah', 'penyebaran', 'covid']","['byuukk', 'rajin', 'cuci', 'tangan', 'cegah', 'penyebaran', 'covid']","['byuukk', 'rajin', 'cuci', 'tangan', 'cegah', 'sebar', 'covid']"
34,1.38e+18,3/29/2021,brt kenyataan media menteri kanan pertahanan mengenai perintah kawalan pergerakan bersyarat pkpb dan perintah kawalan pergerxexxa,1,"['brt', 'kenyataan', 'media', 'menteri', 'kanan', 'pertahanan', 'mengenai', 'perintah', 'kawalan', 'pergerakan', 'bersyarat', 'pkpb', 'dan', 'perintah', 'kawalan', 'pergerxexxa']",<FreqDist with 14 samples and 16 outcomes>,"['kenyataan', 'media', 'menteri', 'kanan', 'pertahanan', 'perintah', 'kawalan', 'pergerakan', 'bersyarat', 'pkpb', 'perintah', 'kawalan', 'pergerxexxa']","['kenyataan', 'media', 'menteri', 'kanan', 'pertahanan', 'perintah', 'kawalan', 'pergerakan', 'bersyarat', 'pkpb', 'perintah', 'kawalan', 'pergerxexxa']","['nyata', 'media', 'menteri', 'kanan', 'tahan', 'perintah', 'kawal', 'gera', 'syarat', 'pkpb', 'perintah', 'kawal', 'pergerxexxa']"
35,1.38e+18,3/29/2021,bupdate corona ri hari ini kasus covid tembus juta,-1,"['bupdate', 'corona', 'ri', 'hari', 'ini', 'kasus', 'covid', 'tembus', 'juta']",<FreqDist with 9 samples and 9 outcomes>,"['bupdate', 'corona', 'ri', 'covid', 'tembus', 'juta']","['update', 'corona', 'ri', 'covid', 'tembus', 'juta']","['update', 'corona', 'ri', 'covid', 'tembus', 'juta']"
36,1.38e+18,3/29/2021,brt pemerintah kota pemkot malang terus optimis dalam penanganan covid,1,"['brt', 'pemerintah', 'kota', 'pemkot', 'malang', 'terus', 'optimis', 'dalam', 'penanganan', 'covid']",<FreqDist with 10 samples and 10 outcomes>,"['pemerintah', 'kota', 'pemkot', 'malang', 'optimis', 'penanganan', 'covid']","['pemerintah', 'kota', 'pemkot', 'malang', 'optimis', 'penanganan', 'covid']","['perintah', 'kota', 'pemkot', 'malang', 'optimis', 'tangan', 'covid']"
37,1.38e+18,3/29/2021,brt terkini mac kes baharu hari ini xexxaxexxaxexxa iaitu terendah untuk tahun setakat ini kali terakhir kes harian di bxexxa,-1,"['brt', 'terkini', 'mac', 'kes', 'baharu', 'hari', 'ini', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'untuk', 'tahun', 'setakat', 'ini', 'kali', 'terakhir', 'kes', 'harian', 'di', 'bxexxa']",<FreqDist with 18 samples and 20 outcomes>,"['terkini', 'mac', 'kes', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'setakat', 'kali', 'kes', 'harian', 'bxexxa']","['terkini', 'mac', 'kesehatan', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'setakat', 'kali', 'kesehatan', 'harian', 'bxexxa']","['kini', 'mac', 'sehat', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'rendah', 'takat', 'kali', 'sehat', 'hari', 'bxexxa']"
38,1.38e+18,3/29/2021,bipc berharp program ini dapat mendorong kesadaran masyarakat agar lebih disiplin dalam menerapkan protokol kesehataxexxa,1,"['bipc', 'berharp', 'program', 'ini', 'dapat', 'mendorong', 'kesadaran', 'masyarakat', 'agar', 'lebih', 'disiplin', 'dalam', 'menerapkan', 'protokol', 'kesehataxexxa']",<FreqDist with 15 samples and 15 outcomes>,"['bipc', 'berharp', 'program', 'mendorong', 'kesadaran', 'masyarakat', 'disiplin', 'menerapkan', 'protokol', 'kesehataxexxa']","['bipc', 'berharap', 'program', 'mendorong', 'kesadaran', 'masyarakat', 'disiplin', 'menerapkan', 'protokol', 'kesehatan']","['bipc', 'harap', 'program', 'dorong', 'sadar', 'masyarakat', 'disiplin', 'terap', 'protokol', 'sehat']"
39,1.38e+18,3/29/2021,brt terkini mac kes baharu hari ini xexxaxexxaxexxa iaitu terendah untuk tahun setakat ini kali terakhir kes harian di bxexxa,-1,"['brt', 'terkini', 'mac', 'kes', 'baharu', 'hari', 'ini', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'untuk', 'tahun', 'setakat', 'ini', 'kali', 'terakhir', 'kes', 'harian', 'di', 'bxexxa']",<FreqDist with 18 samples and 20 outcomes>,"['terkini', 'mac', 'kes', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'setakat', 'kali', 'kes', 'harian', 'bxexxa']","['terkini', 'mac', 'kesehatan', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'terendah', 'setakat', 'kali', 'kesehatan', 'harian', 'bxexxa']","['kini', 'mac', 'sehat', 'baharu', 'xexxaxexxaxexxa', 'iaitu', 'rendah', 'takat', 'kali', 'sehat', 'hari', 'bxexxa']"
40,1.38e+18,3/29/2021,bberita siswa terpapar setelah tatap muka sdh banyak dokter yg share yg ini sdh ada blm pak adjem,-1,"['bberita', 'siswa', 'terpapar', 'setelah', 'tatap', 'muka', 'sdh', 'banyak', 'dokter', 'yg', 'share', 'yg', 'ini', 'sdh', 'ada', 'blm', 'pak', 'adjem']",<FreqDist with 16 samples and 18 outcomes>,"['bberita', 'siswa', 'terpapar', 'tatap', 'muka', 'dokter', 'share', 'blm', 'adjem']","['bberita', 'siswa', 'terpapar', 'tatap', 'muka', 'dokter', 'share', 'blm', 'adjem']","['bberita', 'siswa', 'papar', 'tatap', 'muka', 'dokter', 'share', 'blm', 'adjem']"
