user_id,created_at,text,label
1.38E+18,3/29/2021,"b""'Sudah seharusnya pemerintah memprioritaskan pasien gagal ginjal untuk juga mendapat vaksinasi covid-19.... @kpcdi\xe2\x80\xa6 https://t.co/tWPn2kH9rg'""",-1
1.38E+18,3/29/2021,"b""'\xf0\x9f\x93\x8c Komitmen semua pihak amat kritikal dalam memutuskan rantaian COVID-19 melalui Program Pemerkasaan Komuniti  \xf0\x9f\x93\x8c NAD\xe2\x80\xa6 https://t.co/WX4XNSOy4j'""",1
1.38E+18,3/29/2021,"b""'RT @Beritasatu: Data Kematian Covid-19 sampai 29 Maret 2021 https://t.co/p9WJ3TDphD https://t.co/MxfoZlZlkm'""",-1
1.38E+18,3/29/2021,"b""'Brasil laporkan lebih dari 3.000 kematian akibat COVID-19 selama dua hari beruntun https://t.co/8Zor4CPZgT https://t.co/YueLWKlRbS'""",-1
1.38E+18,3/29/2021,"b""'Sebagai salah satu upaya utk mengurangi penyebaran Covid-19, IPC melaksanakan program IPC Peduli Covid-19 dengan me\xe2\x80\xa6 https://t.co/um1faXcjIh'""",1
1.38E+18,3/29/2021,"b""'@mynemisr Mnjauh dri ku, kmu korona..,,,...'""",-1
1.38E+18,3/29/2021,"b""'RT @501Awani: Polis beri jaminan tindakan sama akan dikenakan terhadap mereka yang gagal mematuhi SOP PKP yang ditetapkan Kerajaan.  #AWANI\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'Yuukk kita rajin cuci tangan untuk cegah penyebaran covid-19. . . #cucitangandengansabun https://t.co/AFLzZGB1Fx'""",1
1.38E+18,3/29/2021,"b""'RT @JPenerangan: Kenyataan Media Menteri Kanan Pertahanan Mengenai Perintah Kawalan Pergerakan Bersyarat (PKPB) dan Perintah Kawalan Perger\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'Update Corona RI Hari ini: Kasus Covid-19 Tembus 1,5 Juta https://t.co/m16u10nGJw'""",-1
1.38E+18,3/29/2021,"b""'RT @PemkotMalang: #NawakNgalam, Pemerintah Kota (Pemkot) Malang terus optimis dalam penanganan COVID-19. https://t.co/b43St9gZcr'""",1
1.38E+18,3/29/2021,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'IPC berharp program ini dapat mendorong kesadaran masyarakat agar lebih disiplin dalam menerapkan protokol kesehata\xe2\x80\xa6 https://t.co/PYYzyyOk88'""",1
1.38E+18,3/29/2021,"b""'RT @KKMPutrajaya: Terkini. 29 Mac. Kes baharu hari ini 9\xe2\x83\xa34\xe2\x83\xa31\xe2\x83\xa3 iaitu terendah untuk tahun 2021, setakat ini.   Kali terakhir kes harian di b\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Berita siswa terpapar setelah tatap muka sdh banyak dokter yg share. Yg ini sdh ada blm Pak @Partono_ADjem @mbahndi\xe2\x80\xa6 https://t.co/0jbr0yKPNJ'""",-1
1.38E+18,3/29/2021,"b""'RT @NS_Indah79: Menkes: Vaksinasi dan Pembatasan Mobilitas Akan Efektif Tekan Covid-19  Menteri Kesehatan (Menkes) Budi Gunadi Sadikin meng\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b'\'""Diary"" Maret, Pandemi Covid-19, dan Manula https://t.co/1l6V1Qx7Ey\''",-1
1.38E+18,3/29/2021,"b""'Seorang ASN Puncak Jaya Meninggal Dunia Karena Covid-19 https://t.co/ZI8L0tQ4Im'""",-1
1.38E+18,3/29/2021,"b""'RT @NarasiNewsroom: Jumlah kumulatif kasus konfirmasi positif COVID-19 di Indonesia kini sudah mencapai 1,5 juta, tepatnya 1.501.093 per Se\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @JapenPerlis: #InfoOnWheels PERINTAH KAWALAN PERGERAKAN PEMULIHAN (PKPP), CAPP (PEMBUDAYAAN NORMA BAHARU), PENGISYTIHARAN PROKLAMASI DAR\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @NS_Indah79: Wow! Jumlah Penyuntikan Vaksin Covid-19 Akan Capai 10 Juta  Berdasarkan dinamika terkini, Menkes memberikan catatan mengena\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @cnbcindonesia: Update Corona RI Hari ini: Kasus Covid-19 Tembus 1,5 Juta https://t.co/m16u10nGJw'""",-1
1.38E+18,3/29/2021,"b'\'Alhamdulliillah Anak"" ku sembuh semua karena kehendaknya.\''",1
1.38E+18,3/29/2021,"b""'RT @desmukh: Subhanallah https://t.co/w4wCYq0jYI'""",1
1.38E+18,3/29/2021,"b""'Belum tau aja efek vaksin sinovac, habis disuntik jadi laper'""",-1
1.38E+18,3/29/2021,"b""'Data jumlah kasus COVID-19 di Polandia 29.03.2021 Pukul 10.30 CET \xe2\x80\xa2 #indonesianway #inidiplomasi #negaramelindungi\xe2\x80\xa6 https://t.co/nJPVInH16d'""",-1
1.38E+18,3/29/2021,"b""'Tekan Penyebaran Covid-19, Bhabinkamtibmas Pahandut Giatkan Posko PPKM Skala\xc2\xa0Mikro https://t.co/bcId3x66ap'""",1
1.38E+18,3/29/2021,"b""'RT @septian: Sebenarnya efek sampingnya masih wajar dan cukup expected. Yang diperlukan adl komunikasi risiko yg apa adanya kepada warga me\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Paskah 2021, Pandemi Covid-19, dan Teror Bom https://t.co/LoDL6mopBH'""",-1
1.38E+18,3/29/2021,"b""'Gus Muhdlor Pastikan Kabupaten Sidoarjo Peroleh 400 Ribu Vaksin Covid-19 https://t.co/mZq1FSngAj lewat @wpvkp'""",1
1.38E+18,3/29/2021,"b""'RT @TirtoID: Vaksinasi COVID-19 menggunakan AstraZeneca di Provinsi Sulawesi Utara dihentikan sementara setelah warga yang divaksin merasak\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",-1
1.38E+18,3/29/2021,"b""'@worksfess bisaa jadii koo nderr karnaa korona, soalnyaa banyak perusahaan yg nunda rekrutmen karna korona juga'""",-1
1.38E+18,3/29/2021,"b""'Saya ingin membuat poll.  Setelah fasa 1 pemberian vaksin #COVID19 , adakah anda masih mahu untuk menerima suntikan\xe2\x80\xa6 https://t.co/magEnGKDK8'""",1
1.38E+18,3/29/2021,"b""'RT @KKMPutrajaya: 5 kematian termasuk 1 bukan warganegara akibat jangkitan COVID-19 dilaporkan hari ini dan menjadikan jumlah kematian COVI\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Agar Terhindar dari Penyebaran Covid 19 Sat Polair Polres Jembrana lakukan Kebersihan Di Lingkungan Kantor\xc2\xa0Gilimanu\xe2\x80\xa6 https://t.co/xH8leNo5vP'""",1
1.38E+18,3/29/2021,"b""'Bekalan untuk dua mibggu semasa covid 19 https://t.co/ziQ39hI7ot'""",1
1.38E+18,3/29/2021,"b""'RT @mbahndi: RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",1
1.38E+18,3/29/2021,"b""'penerapan protokol kesehatan covid 19 dikantor pembuatan\xc2\xa0sim https://t.co/gFZdKhk9Cv'""",1
1.38E+18,3/29/2021,"b""'Stok vaksin Covid-19 terancam menipis pada April, ini strategi pemerintah \xe2\x80\x93\xc2\xa0Kontan https://t.co/F0fZmucdNv'""",-1
1.38E+18,3/29/2021,"b""'Walau Indonesia 85 dari 95 negara berhasil tangani Covid-19 naik &amp; turun. 28/3 turun 4.083, 29/3 naik 5.008 di 514\xe2\x80\xa6 https://t.co/tlrYjUcqpA'""",1
1.38E+18,3/29/2021,"b""'Data jumlah kasus COVID-19 di Polandia 29.03.2021 Pukul 10.30 CET \xe2\x80\xa2 #indonesianway #inidiplomasi #negaramelindungi\xe2\x80\xa6 https://t.co/nJPVInH16d'""",-1
1.38E+18,3/29/2021,"b""'Stok vaksin Covid-19 terancam menipis pada April, ini strategi pemerintah \xe2\x80\x93 Kontan \xe2\x80\x93 https://t.co/hxKrfhEJai https://t.co/VO5Bq7BoGe'""",-1
1.38E+18,3/29/2021,"b""'RT @NS_Indah79: Menkes: Vaksinasi dan Pembatasan Mobilitas Akan Efektif Tekan Covid-19  Menteri Kesehatan (Menkes) Budi Gunadi Sadikin meng\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'8 Kecamatan Kembali Masuk Zona Orange Covid-19 di Kota\xc2\xa0Pekanbaru https://t.co/vxEpoyI2De'""",-1
1.38E+18,3/29/2021,"b""'RT @NS_Indah79: Wow! Jumlah Penyuntikan Vaksin Covid-19 Akan Capai 10 Juta  Berdasarkan dinamika terkini, Menkes memberikan catatan mengena\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'Wali Kota Surabaya: Tidak Ada Pendirian RS Darurat Covid-19 di Mal Cito! https://t.co/86WjAX4oko'""",-1
1.38E+18,3/29/2021,"b""'RT @SchoolforCool_: Yak karena pandemi mengharuskan seluruh umat untuk halu tiap hari, Mincool mau ajak Cool Kids buat bayangin kalo covid\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Cegah Penularan Covid-19 di Bulan Ramadan, Bupati Imbau Masyarakat Tetap Patuhi Prokes https://t.co/x4JvwZqQJc #Kebumen24'""",-1
1.38E+18,3/29/2021,"b""'Bersama Kadis Kesehatan, Kapolres Kuansing cek pelaksanaan Vaksinaksi Covid-19 Petugas Pelayanan\xc2\xa0Publik https://t.co/VndFzMLQEY'""",1
1.38E+18,3/29/2021,"b""'Kasus Covid Memucak, Negara-Negara Ini Kembali Terapkan Lockdown https://t.co/z2yBPVzhjx'""",-1
1.38E+18,3/29/2021,"b""'RT @mbahndi: RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",-1
1.38E+18,3/29/2021,"b""'RT @dokterMade: @dirgarambe Semoga tidak diserbu kaum konspirasi, dok. Saya agak malas di IG membahas Covid19. :)'""",-1
1.38E+18,3/29/2021,"b""'RT @mbahndi: RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",-1
1.38E+18,3/29/2021,"b""'@RainerLouis12 Kalo olahraganya senam pagi kan bahkan sebelum korona udah jaga jarak'""",1
1.38E+18,3/29/2021,"b""'RT @khairul_hafidz: Saya ingin membuat poll.  Setelah fasa 1 pemberian vaksin #COVID19 , adakah anda masih mahu untuk menerima suntikan vak\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'BUKANNYA KORONA YHA??????'""",1
1.38E+18,3/29/2021,"b""'Siswa Terpapar Covid-19, Sekolah di Batam Ditutup https://t.co/s21coTdp4b https://t.co/zSd1JJJhfR'""",-1
1.38E+18,3/29/2021,"b""'RT @mbahndi: RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",-1
1.38E+18,3/29/2021,"b""'Kegiatan dilaksanakan dengan memenuhi standar Protokol Kesehatan Covid-19  #lawancovid19 #BandungNuUrang #coblongjitu'""",1
1.38E+18,3/29/2021,"b""'maksud aku gini, kalo emang di korea ada regulasi yang membuat EXO ga bisa upload foto tradisi wamil ya its okay, k\xe2\x80\xa6 https://t.co/sxMW00OgUU'""",-1
1.38E+18,3/29/2021,"b""'Wanita hamil adalah kumpulan berisiko tinggi mendapat komplikasi penyakit jika dijangkiti COVID-19.   Justeru, wani\xe2\x80\xa6 https://t.co/WryrHXtsvf'""",-1
1.38E+18,3/29/2021,"b""'RT @JPenerangan: Elak 3S, jangan pernah leka, COVID-19 sentiasa ada.   #COVID19 #KitaTeguhKitaMenang #KomunikasiKita #JabatanPenerangan htt\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b'\'Jadi koper, jadi sayur :"")) Nikmatnya silaturahmi :""))  Tapi emang sih potensi penularan dari yg mudik (aktivitas k\xe2\x80\xa6 https://t.co/eJGdnaVHLr\''",-1
1.38E+18,3/29/2021,"b""'Terus lama kelamaan, kan korona tuhh.. setahun lebih gak ketemu'""",-1
1.38E+18,3/29/2021,"b""'Seluruh Pelaku Pariwisata di Lovina Ditarget Vaksin Covid-19 https://t.co/4M1dFSuxck'""",1
1.38E+18,3/29/2021,"b""'RT @dirgarambe: Vaksin #COVID19 mengandung virus MATI. Tdk bisa hidup lg &amp; memperbanyak diri.  TIDAK MUNGKIN vaksin menyebabkan sakit Covid\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @JPenerangan: Elak 3S, jangan pernah leka, COVID-19 sentiasa ada.   #COVID19 #KitaTeguhKitaMenang #KomunikasiKita #JabatanPenerangan htt\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Balik Tambooonnn wohooo hooo balik Tamboooonnnn, Hati giranggggggggggggg'""",1
1.38E+18,3/29/2021,"b""'dih anjing korona gblokkkk'""",-1
1.38E+18,3/29/2021,"b""'RT @MyHEALTHKKM: Ibu hamil boleh mengambil vaksin Comirnaty COVID-19,  Masa terbaik wanita hamil menerima vaksin adalah semasa kandungan be\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Biasakan Pakai Masker Mari Kita Cegah Penyebaran Covid-19 https://t.co/aQ0LeBJ5dN'""",1
1.38E+18,3/29/2021,"b""'@ibuknyaadam Cuma si riski lah kk penduduk komplek itu yg tiap hri dtg. Ombir dll sudah jarang nampak. Dibilang goi\xe2\x80\xa6 https://t.co/uxOK5HzhNV'""",-1
1.38E+18,3/29/2021,"b""'RT @Magnaeum: Cluster takziah ngeeeeeng Ntar bisa bisa ada cluster yasinan, tujuh harian, pendak dan semacamnya'""",-1
1.38E+18,3/29/2021,"b""'RT @kebijakananies_: Jokowi Larang Mudik Lebaran 2021, Anies: DKI Sudah Punya Aturan Itu dari Tahun Lalu https://t.co/X3pX57f3Wd  Anies men\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Salah satu yang membuat Perjuangan Berumur Panjang Adalah Munculnya Solidaritas Untuk Saling Mendukung Dalam Berjua\xe2\x80\xa6 https://t.co/S9N2QANbHp'""",1
1.38E+18,3/29/2021,"b""'RT @JPenerangan: Kini anda boleh mendaftar untuk tanggungan melalui aplikasi MySejahtera. Bantu mereka untuk mendaftar agar mereka dilindun\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @JPenerangan: Pakai pelitup muka dengan betul.  Fungsi pelitup muka sebagai \xe2\x80\x9cPERISAI DIRI\xe2\x80\x9d tidak berkesan jika anda pakai di dagu.  #COV\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @ahongpleong: Satu Kampung Positif Covid-19 Tidak Menyurutkan Rencana Pemda untuk Mencapai Target 1,8 Juta Wisatawan  #istimiwir'""",-1
1.38E+18,3/29/2021,"b""'RT @kkmm_gov: Agen Basmi COVID-19 (ABC-19)  Pemerkasaan Komuniti adalah senjata dalam usaha membendung penularan virus COVID-19  Komuniti p\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @detikcom: KPK merespons desakan Effendi Ghazali soal buka-bukaan soal 'dewa' penerima jatah bansos COVID-19. KPK berjanji akan membukan\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @f4izalhassan: Kes bawah 1,000 guys.  Adakah ini satu petandaaaa???????'""",-1
1.38E+18,3/29/2021,"b'\'@dxrank Desanya Naruto. wkwkwkw canda korona hyong. Virus"" yang mematikan itu.....\''",-1
1.38E+18,3/29/2021,"b""'Koramil 08 Tawangmangu - Sertu Parno melaksanakan penerapan PPKM Mikro menghimbau protokoler kesehatan pada para pe\xe2\x80\xa6 https://t.co/8EZPO0hQPz'""",1
1.38E+18,3/29/2021,"b""'RT @DGHisham: Perkembangan terkini setakat 28hb March 2021 laporan harian pemberian dos pertama dan dos kedua vaksin Covid-19 mengikut nege\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'Percepat Target, Pemprov NTB Gelar Vaksinasi Covid-19 di Islamic Center https://t.co/sgtOOJTIwQ'""",1
1.38E+18,3/29/2021,"b""'Serunya sekolah darurat anak Muhajirin Suriah dempet2an di garis depan.. COVID-19 malu langsung kabur kayaknya\xf0\x9f\x98\x85\xe2\x80\xa6 https://t.co/aVPEIt3oUY'""",-1
1.38E+18,3/29/2021,"b""'Setelah mengeluarkan larangan mudik lebaran 2021, Pemerintah memperbaharui ketentuan atau syarat perjalanan di dala\xe2\x80\xa6 https://t.co/WKFPmogVIB'""",-1
1.38E+18,3/29/2021,"b""'RT @triwul82: Vaksinasi Covid-19 di Indonesia Tembus 10 Juta Penduduk, Menkes mengatakan jumlah itu menunjukkan ada 500 ribu orang divaksin\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @tonytrax: Berita 27 Maret 2021, satu dusun BLEKIK-Ngaglik-Sleman positif covid dijemput ambulance:  Mhn perhatian Bapak2, sy dapat info\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @501Awani: Polis beri jaminan tindakan sama akan dikenakan terhadap mereka yang gagal mematuhi SOP PKP yang ditetapkan Kerajaan.  #AWANI\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @mbahndi: RSJ Jabar Tangani Ratusan Anak Kecanduan Gawai Akibat Pandemi Covid-19 https://t.co/Mgl3ZEX2tk'""",-1
1.38E+18,3/29/2021,"b""'Anggota Koramil 03 Bulu bersama Polsek Bulu melaksanakan pengawalan pengambilan vaksin covid 19 dari gudang farmasi\xe2\x80\xa6 https://t.co/qDZFGJAOHr'""",1
1.38E+18,3/29/2021,"b""'Baksos TNI Polri bersama dengan Yayasan Budha Tzu Chi Indonesia,Persatuan Umat Buddha Indonesia,Persatuan Islam Tio\xe2\x80\xa6 https://t.co/gsx78K5HrA'""",1
1.38E+18,3/29/2021,"b""'RT @KKMPutrajaya: Wanita hamil adalah kumpulan berisiko tinggi mendapat komplikasi penyakit jika dijangkiti COVID-19.   Justeru, wanita ham\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'RT @blogdokter: Berikut Laporan WHO Tentang Asal Mula Covid19 https://t.co/U8go8tmcXE'""",1
1.38E+18,3/29/2021,"b""'RT @liputan6dotcom: Mudik Lebaran 2021 Dilarang, Menkes Budi: Sabar Dulu sampai Pandemi COVID-19 Terkontrol https://t.co/k1KFXtWGVn'""",-1
1.38E+18,3/29/2021,"b""'@ilalalostyou Jujur muak bgt SM korona'""",-1
1.38E+18,3/29/2021,"b""'RT @Fest_PanenKopi: 90 persen masyarakat Gayo merupakan petani kopi, 80 persen di antaranya menggantungkan hidup dari kopi.  Selama covid 1\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Kalau tokoh agama mengatakan terorisme bukan dari agama tertentu. Analogi nya: anda terpapar covid19 tapi tidak men\xe2\x80\xa6 https://t.co/Lu7OOJYpeg'""",-1
1.38E+18,3/29/2021,"b""'RT @detikcom: KPK merespons desakan Effendi Ghazali soal buka-bukaan soal 'dewa' penerima jatah bansos COVID-19. KPK berjanji akan membukan\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Patuhi protokol kesehatan Bersama kita lawan Corona  Yuk, saling menjaga dan melindungi satu sama lain dengan selal\xe2\x80\xa6 https://t.co/3THHRxwGlx'""",1
1.38E+18,3/29/2021,"b""'RT @merdekadotcom: KPK Cegah 3 Orang ke Luar Negeri Terkait Korupsi Barang Darurat Covid-19: KPK meminta Direktorat Jenderal Imigrasi Kemen\xe2\x80\xa6'""",-1
1.38E+18,3/29/2021,"b""'Ayo kita vaksinasi buat putus mata rantai covid-19 #AyoVaksinTetap5M #coronavirus #Covid_19 #mudik2021 https://t.co/v6t1FmDZZo'""",1
1.38E+18,3/29/2021,"b""'Hasil CT setiap klinik atau RS ternyata ada yg tidak mengikuti aturan WHO. CT di bawah 40 keterangan nya negatif..\xe2\x80\xa6 https://t.co/BmWIMXc6dj'""",-1
1.38E+18,3/29/2021,"b""'RT @HumasPolsekPur2: Biasakan Pakai Masker Mari Kita Cegah Penyebaran Covid-19 https://t.co/aQ0LeBJ5dN'""",1
1.38E+18,3/29/2021,"b""'Effendi Gazali mendesak KPK bersikap transparan dalam mengungkap para vendor proyek pengadaan bantuan sosial (banso\xe2\x80\xa6 https://t.co/kQDBIoUum3'""",-1
1.38E+18,3/29/2021,"b""'Ketua TP-PKK berharap dalam kepengurusan yang telah dibentuk dan akan segera dikukuhkan ini, dapat bekerja dengan b\xe2\x80\xa6 https://t.co/fickASHjHs'""",1
1.38E+18,3/29/2021,"b""'5 Cara Kelola Keuangan Ramadhan di Era Pandemi covid 19  | Bersama Hari Soul Putra  Langsung aja, tonton videonya d\xe2\x80\xa6 https://t.co/DAA3q0Urlx'""",1
1.38E+18,3/29/2021,"b""'oalah gara gara korona gabisa up palbot\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e\xf0\x9f\x98\x9e'""",-1
1.38E+18,3/29/2021,"b""'RT @wantahgdn: Pelaksanaan vaksinasi kepada prajurit TNI menggunakan Vaksin AstraZeneca akan selesai tanggal 2 April 2021. Ada 130.000 Praj\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @MKNJPM: Matlamat utama imunisasi #COVID19 ialah bagi melindungi petugas barisan hadapan, mengurangkan kematian, membentuk imuniti kelom\xe2\x80\xa6'""",1
1.38E+18,3/29/2021,"b""'RT @KemPendidikan: 1. Vaksin COVID-19 diberikan melalui suntikan intramuskular pada otot deltoid pada lengan atas. https://t.co/3TEsDrjSeF'""",1
1.38E+18,3/29/2021,"b'\'Sleman - Masih terjadinya wabah pandemi Covid-19"". Serka Darmanto Babinsa Koramil 03/Turi kodim 0732/Sleman terus g\xe2\x80\xa6 https://t.co/nMkHwO0TwF\''",-1
1.38E+18,3/29/2021,"b""'RS Lapangan COVID-19 Gresik Sementara Ditutup https://t.co/LoToalU0BT'""",-1
1.38E+18,3/29/2021,"b""'@DetaLewar @KopongNuba @KatolikG iya benar.., karena mentaati prokes guna menghindari penularan Covid-19, Pastor da\xe2\x80\xa6 https://t.co/lIBygN4VOl'""",1
